================ Training Loss (Sun Aug 15 01:28:09 2021) ================
(epoch: 1, iters: 80, time: 0.002, data: 4.156) loss: 1.585 
(epoch: 1, iters: 160, time: 0.003, data: 13.462) loss: 1.502 
(epoch: 1, iters: 240, time: 0.002, data: 11.156) loss: 1.486 
(epoch: 1, iters: 320, time: 0.003, data: 0.000) loss: 1.330 
(epoch: 1, iters: 400, time: 0.002, data: 10.226) loss: 1.217 
(epoch: 1, iters: 480, time: 0.003, data: 0.001) loss: 1.270 
(epoch: 1, iters: 560, time: 0.002, data: 5.794) loss: 1.257 
(epoch: 1, iters: 640, time: 0.002, data: 3.662) loss: 1.206 
(epoch: 1, iters: 720, time: 0.003, data: 0.008) loss: 1.028 
(epoch: 1, iters: 800, time: 0.002, data: 3.156) loss: 1.196 
(epoch: 1, iters: 880, time: 0.002, data: 0.001) loss: 1.135 
(epoch: 2, iters: 48, time: 0.002, data: 0.001) loss: 1.152 
(epoch: 2, iters: 128, time: 0.003, data: 10.259) loss: 0.893 
(epoch: 2, iters: 208, time: 0.002, data: 1.523) loss: 0.953 
(epoch: 2, iters: 288, time: 0.002, data: 2.596) loss: 0.925 
(epoch: 2, iters: 368, time: 0.002, data: 0.010) loss: 0.797 
(epoch: 2, iters: 448, time: 0.003, data: 0.016) loss: 1.102 
(epoch: 2, iters: 528, time: 0.002, data: 4.073) loss: 1.011 
(epoch: 2, iters: 608, time: 0.002, data: 0.431) loss: 0.810 
(epoch: 2, iters: 688, time: 0.002, data: 0.605) loss: 0.896 
(epoch: 2, iters: 768, time: 0.002, data: 0.001) loss: 0.873 
(epoch: 2, iters: 848, time: 0.002, data: 2.832) loss: 0.865 
(epoch: 3, iters: 16, time: 0.003, data: 0.001) loss: 0.928 
(epoch: 3, iters: 96, time: 0.003, data: 0.005) loss: 0.685 
(epoch: 3, iters: 176, time: 0.003, data: 0.000) loss: 0.739 
(epoch: 3, iters: 256, time: 0.002, data: 4.669) loss: 0.991 
(epoch: 3, iters: 336, time: 0.003, data: 0.000) loss: 0.594 
(epoch: 3, iters: 416, time: 0.003, data: 4.783) loss: 0.574 
(epoch: 3, iters: 496, time: 0.003, data: 0.000) loss: 0.532 
(epoch: 3, iters: 576, time: 0.002, data: 3.132) loss: 0.788 
(epoch: 3, iters: 656, time: 0.003, data: 1.488) loss: 0.611 
(epoch: 3, iters: 736, time: 0.001, data: 0.922) loss: 0.707 
(epoch: 3, iters: 816, time: 0.003, data: 0.009) loss: 1.216 
(epoch: 3, iters: 896, time: 0.001, data: 7.793) loss: 0.776 
(epoch: 4, iters: 64, time: 0.003, data: 0.001) loss: 0.905 
(epoch: 4, iters: 144, time: 0.003, data: 2.217) loss: 0.641 
(epoch: 4, iters: 224, time: 0.002, data: 8.046) loss: 0.779 
